date,platform,campaign_type,industry,country,impressions,clicks,CTR,CPC,ad_spend,conversions,CPA,revenue,ROAS,ctr_calc,cpc_calc,conversion_rate,cpa_calc,roas_calc
2024-01-12,Meta Ads,Video,E-commerce,Canada,104657,4029,0.0385,0.71,2860.59,204,14.02,10401.62,3.64,0.038497186045845,0.7100000000000001,0.05063291139240506,14.0225,3.6361799488916624
2024-05-24,TikTok Ads,Shopping,Fintech,India,174160,9683,0.0556,1.84,17816.72,512,34.8,73177.92,4.11,0.05559830041341295,1.84,0.05287617473923371,34.79828125,4.107261044681625
2024-01-05,TikTok Ads,Display,Fintech,UAE,6015,410,0.0683,1.93,791.3,28,28.26,4383.32,5.54,0.06816292601828762,1.93,0.06829268292682927,28.260714285714283,5.539390875774043
2024-01-06,Meta Ads,Search,Healthcare,Australia,17763,726,0.0409,1.94,1408.44,30,46.95,1946.19,1.38,0.040871474413105895,1.9400000000000002,0.04132231404958678,46.948,1.381805401721053
2024-10-14,TikTok Ads,Search,EdTech,India,97193,6230,0.0641,1.6,9968.0,306,32.58,81609.12,8.19,0.06409926640807466,1.6,0.04911717495987159,32.57516339869281,8.187110754414125
2024-03-06,Meta Ads,Shopping,Healthcare,UAE,58682,1748,0.0298,1.49,2604.52,84,31.01,12746.65,4.89,0.029787669131931427,1.49,0.04805491990846682,31.006190476190476,4.894049575353616
2024-03-21,TikTok Ads,Display,SaaS,Canada,108196,5334,0.0493,0.99,5280.66,289,18.27,27408.56,5.19,0.049299419571888055,0.99,0.05418072740907386,18.272179930795847,5.190366355720687
2024-01-08,Google Ads,Search,Fintech,India,63243,1707,0.027,2.24,3823.68,37,103.34,3893.12,1.02,0.026991129453062,2.2399999999999998,0.021675454012888107,103.3427027027027,1.0181605155243116
2024-08-20,Google Ads,Search,E-commerce,UAE,152979,4650,0.0304,0.79,3673.5,330,11.13,91949.73,25.03,0.03039632890788932,0.79,0.07096774193548387,11.131818181818181,25.030551245406286
2024-01-08,Google Ads,Display,EdTech,USA,132600,6802,0.0513,1.53,10407.06,97,107.29,6779.29,0.65,0.051297134238310706,1.53,0.014260511614231109,107.28927835051546,0.651412598755076
2024-09-30,Google Ads,Video,Fintech,Australia,110977,4150,0.0374,1.13,4689.5,197,23.8,18314.78,3.91,0.03739513592906638,1.13,0.047469879518072286,23.804568527918782,3.9054867256637165
2024-03-07,Google Ads,Search,EdTech,UK,87152,3599,0.0413,2.63,9465.37,127,74.53,25958.5,2.74,0.04129566733982008,2.6300000000000003,0.03528757988330092,74.53047244094489,2.742470711657336
2024-08-16,Meta Ads,Shopping,Fintech,UAE,164096,1919,0.0117,0.66,1266.54,139,9.11,7181.17,5.67,0.011694374024960999,0.66,0.07243355914538822,9.11179856115108,5.669911728014907
2024-08-10,Meta Ads,Shopping,Healthcare,Germany,21389,941,0.044,0.8,752.8,46,16.37,8479.43,11.26,0.04399457665154986,0.7999999999999999,0.048884165781083955,16.36521739130435,11.263854941551543
2024-04-27,Google Ads,Shopping,Healthcare,India,69323,2169,0.0313,2.19,4750.11,94,50.53,16337.12,3.44,0.03128831700878496,2.19,0.04333794375288151,50.53308510638298,3.4393140369380926
2024-05-17,Google Ads,Display,SaaS,UAE,138291,3318,0.024,0.83,2753.94,217,12.69,12761.51,4.63,0.02399288456949476,0.8300000000000001,0.06540084388185655,12.690967741935484,4.633909961727562
2024-11-29,TikTok Ads,Shopping,EdTech,UK,72444,2339,0.0323,1.39,3251.21,153,21.25,12919.22,3.97,0.032287007895753964,1.3900000000000001,0.06541256947413425,21.249738562091505,3.9736651892679955
2024-12-04,Google Ads,Search,Healthcare,UAE,160002,7520,0.047,2.96,22259.2,403,55.23,70823.58,3.18,0.04699941250734366,2.96,0.05359042553191489,55.23374689826303,3.1817666403105234
2024-08-12,Meta Ads,Search,E-commerce,USA,16246,448,0.0276,1.99,891.52,8,111.44,1955.09,2.19,0.027576018712298412,1.99,0.017857142857142856,111.44,2.1929850143575016
2024-06-05,Meta Ads,Shopping,Fintech,Germany,15789,423,0.0268,1.81,765.63,7,109.38,1223.95,1.6,0.026790803724111724,1.81,0.016548463356973995,109.37571428571428,1.5986181314734271
2024-06-05,Google Ads,Search,EdTech,Australia,25103,710,0.0283,2.34,1661.4,24,69.23,1896.75,1.14,0.028283472094968728,2.3400000000000003,0.03380281690140845,69.22500000000001,1.1416576381365113
2024-12-28,TikTok Ads,Display,SaaS,India,138515,4377,0.0316,0.51,2232.27,285,7.83,10321.59,4.62,0.03159946576183085,0.51,0.06511309115832763,7.832526315789473,4.623808947842331
2024-02-20,Meta Ads,Search,EdTech,Australia,180399,6025,0.0334,0.7,4217.5,191,22.08,17456.79,4.14,0.03339818956867832,0.7,0.03170124481327801,22.081151832460733,4.13913218731476
2024-05-16,Meta Ads,Video,E-commerce,UAE,62545,606,0.0097,1.96,1187.76,37,32.1,5627.66,4.74,0.009689023902789992,1.96,0.06105610561056106,32.10162162162162,4.738044722839631
2024-06-30,Google Ads,Shopping,Fintech,Canada,72526,2146,0.0296,1.56,3347.76,168,19.93,25859.74,7.72,0.029589388633041943,1.56,0.0782851817334576,19.927142857142858,7.724490405524889
2024-07-07,Meta Ads,Display,EdTech,Australia,67823,2075,0.0306,1.83,3797.25,26,146.05,4093.91,1.08,0.03059434115270631,1.83,0.01253012048192771,146.04807692307693,1.0781249588518007
2024-06-23,Meta Ads,Display,E-commerce,India,164937,4453,0.027,1.08,4809.24,129,37.28,35127.5,7.3,0.026998187186622773,1.0799999999999998,0.02896923422411857,37.28093023255814,7.304168642030758
2024-12-14,Meta Ads,Search,EdTech,UK,114575,2039,0.0178,0.53,1080.67,113,9.56,10656.96,9.86,0.017796203360244383,0.53,0.055419323197645906,9.56345132743363,9.861437811727908
2024-06-13,Google Ads,Shopping,Fintech,Germany,132157,2999,0.0227,0.93,2789.07,152,18.35,21855.26,7.84,0.022692706402233708,0.93,0.050683561187062354,18.349144736842106,7.836038536142871
2024-01-11,TikTok Ads,Video,Healthcare,Germany,108145,3882,0.0359,0.94,3649.08,98,37.24,28726.52,7.87,0.03589625040454945,0.94,0.025244719216898505,37.235510204081635,7.872263693862563
2024-04-29,TikTok Ads,Search,SaaS,India,72642,3014,0.0415,1.16,3496.24,59,59.26,15070.44,4.31,0.041491148371465544,1.16,0.019575315195753153,59.25830508474576,4.310470677070224
2024-04-07,TikTok Ads,Display,Healthcare,UAE,131678,8374,0.0636,0.91,7620.34,505,15.09,29682.01,3.9,0.06359452604079649,0.91,0.06030570814425603,15.089782178217822,3.895103105635706
2024-05-13,Google Ads,Video,E-commerce,Australia,34402,1314,0.0382,3.29,4323.06,17,254.3,1273.24,0.29,0.0381954537526888,3.2900000000000005,0.01293759512937595,254.29764705882354,0.2945228611215204
2024-10-08,Meta Ads,Video,Healthcare,Germany,58276,1183,0.0203,1.49,1762.67,89,19.81,20273.71,11.5,0.020299951952776445,1.49,0.07523245984784446,19.805280898876404,11.501704800104386
2024-08-14,Google Ads,Shopping,EdTech,Canada,168059,3462,0.0206,3.08,10662.96,154,69.24,33243.77,3.12,0.02059990836551449,3.0799999999999996,0.04448295782784518,69.24,3.117686833674702
2024-08-16,Meta Ads,Video,Fintech,Canada,91123,1567,0.0172,2.33,3651.11,64,57.05,5119.1,1.4,0.017196536549499028,2.33,0.0408423739629866,57.04859375,1.402066768736083
2024-05-28,Meta Ads,Shopping,Fintech,Australia,16344,452,0.0277,0.9,406.8,5,81.36,1102.53,2.71,0.027655408712677434,0.9,0.011061946902654867,81.36,2.710250737463127
2024-03-26,TikTok Ads,Video,SaaS,UAE,99457,5808,0.0584,1.6,9292.8,80,116.16,12231.1,1.32,0.05839709623254271,1.5999999999999999,0.013774104683195593,116.16,1.316191029614325
2024-06-07,Meta Ads,Video,E-commerce,India,57375,843,0.0147,1.61,1357.23,40,33.93,9739.81,7.18,0.01469281045751634,1.61,0.04744958481613286,33.93075,7.17624131503135
2024-04-17,Google Ads,Display,E-commerce,UAE,115017,2771,0.0241,2.56,7093.76,95,74.67,22528.38,3.18,0.024092090734413173,2.56,0.03428365211115121,74.67115789473685,3.175802395344641
2024-09-28,Meta Ads,Search,EdTech,USA,90431,1853,0.0205,1.7,3150.1,57,55.26,14834.93,4.71,0.020490760911634286,1.7,0.03076092822450081,55.26491228070175,4.709352084060824
2024-03-13,Meta Ads,Search,E-commerce,USA,140566,5046,0.0359,0.62,3128.52,384,8.15,59980.19,19.17,0.03589772775777927,0.62,0.07609988109393578,8.1471875,19.17206538554972
2024-02-28,Meta Ads,Search,EdTech,Germany,133583,3954,0.0296,0.65,2570.1,255,10.08,31756.12,12.36,0.029599574796194128,0.65,0.06449165402124431,10.078823529411764,12.355986148398895
2024-04-08,Google Ads,Video,E-commerce,USA,198555,13104,0.066,2.46,32235.84,336,95.94,58794.32,1.82,0.06599682707562136,2.46,0.02564102564102564,95.94,1.823880500709769
2024-09-23,Meta Ads,Display,Healthcare,UK,88560,1319,0.0149,0.52,685.88,81,8.47,8584.02,12.52,0.014893857271906053,0.52,0.06141015921152388,8.467654320987654,12.515337959993003
2024-06-24,Google Ads,Display,Fintech,UAE,117217,5602,0.0478,3.49,19550.98,411,47.57,75729.26,3.87,0.04779170256874003,3.4899999999999998,0.07336665476615495,47.56929440389294,3.873425270753691
2024-08-24,Meta Ads,Shopping,Fintech,UAE,104616,4048,0.0387,1.77,7164.96,233,30.75,45906.84,6.41,0.03869389003594097,1.77,0.05755928853754941,30.75090128755365,6.407131372680377
2024-02-14,TikTok Ads,Video,Healthcare,Canada,79553,2712,0.0341,0.31,840.72,170,4.95,16973.79,20.19,0.03409048056012973,0.31,0.06268436578171091,4.945411764705883,20.18958749643163
2024-08-20,Google Ads,Search,Fintech,USA,170904,4751,0.0278,1.12,5321.12,326,16.32,44297.15,8.32,0.027799232317558396,1.1199999999999999,0.0686171332351084,16.32245398773006,8.324779369756744
2024-07-14,Google Ads,Search,Healthcare,India,88807,4999,0.0563,2.37,11847.63,348,34.04,103474.34,8.73,0.05629060772236423,2.3699999999999997,0.06961392278455691,34.04491379310345,8.733758566059203
2024-08-14,Meta Ads,Shopping,EdTech,Canada,157499,1574,0.01,1.76,2770.24,45,61.56,13465.06,4.86,0.009993714245804735,1.7599999999999998,0.028589580686149935,61.56088888888888,4.860611354972854
2024-09-27,Meta Ads,Search,E-commerce,Australia,46846,983,0.021,0.72,707.76,11,64.34,2501.87,3.53,0.02098364855056995,0.72,0.011190233977619531,64.34181818181818,3.5349129648468405
2024-09-18,TikTok Ads,Search,Fintech,Germany,104986,6131,0.0584,0.36,2207.16,219,10.08,57679.5,26.13,0.05839826262549292,0.36,0.03572011091175991,10.07835616438356,26.132903822106236
2024-05-24,Meta Ads,Shopping,EdTech,India,172516,6314,0.0366,0.72,4546.08,335,13.57,82096.8,18.06,0.03659950381413898,0.72,0.053056699398162814,13.570388059701493,18.058811107591595
2024-08-23,Meta Ads,Display,E-commerce,India,187099,2469,0.0132,0.83,2049.27,103,19.9,3413.17,1.67,0.013196222320803424,0.83,0.04171729445119481,19.895825242718445,1.6655540753536626
2024-04-04,Google Ads,Shopping,SaaS,India,111661,3930,0.0352,0.84,3301.2,310,10.65,21226.88,6.43,0.03519581590707588,0.84,0.07888040712468193,10.649032258064516,6.430049678904641
2024-06-09,Meta Ads,Display,EdTech,Germany,79441,3082,0.0388,0.53,1633.46,100,16.33,29391.59,17.99,0.038796087662542014,0.53,0.03244646333549643,16.334600000000002,17.993455609564972
2024-04-15,Google Ads,Display,SaaS,Australia,14078,763,0.0542,2.26,1724.38,57,30.25,16289.72,9.45,0.05419803949424634,2.2600000000000002,0.07470511140235911,30.252280701754387,9.446711281736043
2024-01-07,Meta Ads,Shopping,Fintech,Australia,182235,5047,0.0277,0.74,3734.78,260,14.36,53450.65,14.31,0.02769500919142865,0.74,0.0515157519318407,14.364538461538462,14.311592650704995
2024-02-24,Meta Ads,Video,SaaS,Canada,128629,2109,0.0164,1.29,2720.61,168,16.19,49256.62,18.1,0.016395991572662465,1.29,0.07965860597439545,16.194107142857142,18.10499116007072
2024-04-02,Meta Ads,Display,Fintech,Canada,21309,432,0.0203,1.66,717.12,15,47.81,4449.98,6.21,0.02027312403209911,1.66,0.034722222222222224,47.808,6.20534917447568
2024-09-06,Google Ads,Search,Fintech,USA,167932,6717,0.04,2.46,16523.82,247,66.9,38475.06,2.33,0.039998332658456995,2.46,0.03677236861694209,66.89805668016194,2.3284603681231095
2024-01-08,TikTok Ads,Search,Fintech,UK,162795,8107,0.0498,0.96,7782.72,575,13.54,86383.64,11.1,0.04979882674529316,0.9600000000000001,0.0709263599358579,13.535165217391304,11.099415114510094
2024-08-18,Meta Ads,Search,EdTech,UK,50893,1124,0.0221,1.41,1584.84,29,54.65,2707.5,1.71,0.022085552040555675,1.41,0.025800711743772242,54.64965517241379,1.7083743469372303
2024-09-22,TikTok Ads,Display,SaaS,UAE,81619,3623,0.0444,0.47,1702.81,222,7.67,46448.44,27.28,0.04438917408936645,0.47,0.061275186309688104,7.670315315315315,27.277523622717744
2024-07-25,Meta Ads,Search,EdTech,Germany,154381,1698,0.011,1.85,3141.3,70,44.88,19750.24,6.29,0.0109987628011219,1.85,0.04122497055359246,44.87571428571429,6.2872823353388725
2024-01-12,Google Ads,Search,Fintech,India,124273,3603,0.029,1.55,5584.65,167,33.44,20460.25,3.66,0.02899262108422586,1.5499999999999998,0.04635026366916459,33.441017964071854,3.663658420850009
2024-12-01,Meta Ads,Video,Healthcare,Germany,6969,176,0.0253,1.08,190.08,10,19.01,2562.91,13.48,0.025254699382981777,1.08,0.056818181818181816,19.008000000000003,13.48332281144781
2024-05-24,TikTok Ads,Display,SaaS,UK,29089,1076,0.037,0.65,699.4,40,17.48,8233.32,11.77,0.036989927463989825,0.65,0.03717472118959108,17.485,11.771975979410923
2024-07-10,Google Ads,Shopping,SaaS,UK,10704,489,0.0457,1.71,836.19,36,23.23,5339.04,6.38,0.04568385650224215,1.7100000000000002,0.0736196319018405,23.227500000000003,6.384960355899975
2024-12-04,TikTok Ads,Search,E-commerce,Australia,22772,1045,0.0459,0.95,992.75,38,26.12,5743.6,5.79,0.045889689091867206,0.95,0.03636363636363636,26.125,5.785545202719718
2024-04-11,Google Ads,Search,Fintech,Germany,68449,3285,0.048,2.38,7818.3,243,32.17,60681.21,7.76,0.04799193560168885,2.38,0.07397260273972603,32.17407407407408,7.7614327922949995
2024-10-26,Google Ads,Search,SaaS,UAE,51819,2497,0.0482,2.88,7191.36,138,52.11,37600.62,5.23,0.04818695845153322,2.88,0.0552663195835002,52.111304347826085,5.228582632492325
2024-11-19,Google Ads,Video,Fintech,Australia,173722,3821,0.022,1.54,5884.34,201,29.28,44895.5,7.63,0.021994911410184087,1.54,0.052604030358544884,29.27532338308458,7.62965770162839
2024-12-15,Google Ads,Shopping,SaaS,USA,119014,5938,0.0499,2.88,17101.44,95,180.02,23773.95,1.39,0.049893289865057894,2.88,0.015998652745031997,180.01515789473683,1.3901724065341867
2024-05-20,Google Ads,Search,SaaS,Australia,159741,6868,0.043,1.37,9409.16,336,28.0,33272.11,3.54,0.04299459750471075,1.3699999999999999,0.0489225393127548,28.003452380952382,3.5361403143319916
2024-02-29,Google Ads,Shopping,Fintech,Germany,167982,7693,0.0458,2.64,20309.52,193,105.23,10777.69,0.53,0.04579657344239264,2.64,0.02508774210321071,105.23067357512953,0.5306718228692752
2024-06-08,Google Ads,Video,Fintech,Germany,96658,2822,0.0292,3.37,9510.14,112,84.91,25060.16,2.64,0.029195720995675474,3.3699999999999997,0.039688164422395464,84.91196428571428,2.6350989575337485
2024-01-19,Meta Ads,Video,EdTech,India,43467,991,0.0228,1.9,1882.9,25,75.32,3146.23,1.67,0.02279890491637334,1.9000000000000001,0.025227043390514632,75.316,1.6709490679271337
2024-01-05,Google Ads,Search,EdTech,UK,41378,2023,0.0489,1.23,2488.29,73,34.09,9343.63,3.76,0.04889071487263763,1.23,0.03608502224419179,34.086164383561645,3.755040610218262
2024-10-26,TikTok Ads,Video,EdTech,India,100673,5718,0.0568,1.05,6003.9,196,30.63,41067.13,6.84,0.05679775113486238,1.05,0.03427771948233648,30.632142857142856,6.840075617515282
2024-12-13,TikTok Ads,Shopping,Healthcare,Australia,191994,14898,0.0776,1.08,16089.84,936,17.19,60355.75,3.75,0.07759617488046501,1.08,0.06282722513089005,17.19,3.751171546764915
2024-05-21,TikTok Ads,Display,EdTech,UK,152235,6104,0.0401,0.73,4455.92,252,17.68,48424.44,10.87,0.040095904358393275,0.73,0.04128440366972477,17.682222222222222,10.867439271800212
2024-12-07,Meta Ads,Video,Fintech,Australia,66929,1539,0.023,1.21,1862.19,38,49.01,9540.22,5.12,0.022994516577268448,1.21,0.024691358024691357,49.005,5.12311847878036
2024-05-09,Google Ads,Video,SaaS,Canada,188202,7189,0.0382,1.15,8267.35,376,21.99,88923.49,10.76,0.03819831882764264,1.1500000000000001,0.05230212825149534,21.987632978723404,10.755984686749684
2024-01-25,Google Ads,Video,Fintech,USA,184316,4091,0.0222,1.04,4254.64,309,13.77,82363.46,19.36,0.022195577160962696,1.04,0.0755316548521144,13.76906148867314,19.358502717033637
2024-09-10,Google Ads,Video,Healthcare,Canada,65545,3355,0.0512,1.77,5938.35,196,30.3,57936.29,9.76,0.05118620794873751,1.77,0.058420268256333834,30.297704081632656,9.75629425682218
2024-06-04,Google Ads,Video,Healthcare,USA,33141,798,0.0241,3.29,2625.42,42,62.51,7236.65,2.76,0.024078935457590295,3.29,0.05263157894736842,62.510000000000005,2.756378027134706
2024-07-09,Meta Ads,Video,Healthcare,Germany,76229,1562,0.0205,1.01,1577.62,30,52.59,4290.5,2.72,0.02049088929410067,1.01,0.019206145966709345,52.587333333333326,2.7196029462101143
2024-11-09,TikTok Ads,Search,SaaS,Australia,141614,10677,0.0754,0.35,3736.95,305,12.25,62355.52,16.69,0.07539508805626563,0.35,0.028566076613280884,12.252295081967212,16.686206665863875
2024-07-14,Meta Ads,Shopping,Healthcare,UK,161193,4916,0.0305,1.37,6734.92,377,17.86,91408.9,13.57,0.03049760225319958,1.37,0.07668836452400325,17.86450928381963,13.572380963693703
2024-02-17,Google Ads,Search,SaaS,Germany,142244,4935,0.0347,2.98,14706.3,127,115.8,34307.21,2.33,0.03469390624560614,2.98,0.025734549138804456,115.79763779527559,2.3328240277976104
2024-03-27,Meta Ads,Search,Fintech,UAE,178063,1851,0.0104,0.45,832.95,64,13.01,7044.13,8.46,0.010395197205483453,0.45,0.03457590491626148,13.01484375,8.456846149228644
2024-01-28,Google Ads,Video,Fintech,Australia,193978,5780,0.0298,1.73,9999.4,177,56.49,42071.17,4.21,0.029797193496169667,1.73,0.030622837370242215,56.49378531073446,4.20736944216653
2024-02-18,Meta Ads,Display,SaaS,Canada,187051,6284,0.0336,2.01,12630.84,493,25.62,94906.46,7.51,0.033595115770565245,2.0100000000000002,0.07845321451304901,25.620365111561867,7.513867644590542
2024-01-11,Meta Ads,Video,EdTech,UK,152977,5491,0.0359,1.35,7412.85,147,50.43,9232.39,1.25,0.03589428476176157,1.35,0.026771079949007466,50.42755102040817,1.2454575500650895
2024-05-01,Google Ads,Display,E-commerce,UAE,129447,4310,0.0333,2.7,11637.0,211,55.15,16618.47,1.43,0.033295480003399075,2.7,0.048955916473317866,55.15165876777251,1.4280716679556589
2024-01-22,Google Ads,Shopping,Fintech,USA,28387,672,0.0237,3.32,2231.04,41,54.42,7232.57,3.24,0.023672807975481734,3.32,0.06101190476190476,54.41560975609756,3.2417930651176134
2024-04-27,Meta Ads,Shopping,Fintech,Australia,88986,1308,0.0147,0.75,981.0,80,12.26,21439.34,21.85,0.014698941406513384,0.75,0.06116207951070336,12.2625,21.854576962283385
2024-01-10,Google Ads,Video,SaaS,UK,170268,7917,0.0465,3.14,24859.38,98,253.67,22672.12,0.91,0.0464972866304884,3.14,0.01237842617152962,253.66714285714286,0.9120147002861696
2024-01-20,Google Ads,Display,Healthcare,USA,122322,6152,0.0503,1.23,7566.96,155,48.82,10417.89,1.38,0.05029348768005755,1.23,0.025195058517555265,48.81909677419355,1.3767602841828157
2024-02-07,Meta Ads,Display,Healthcare,UK,69429,2430,0.035,1.59,3863.7,119,32.47,21584.01,5.59,0.034999783951950914,1.5899999999999999,0.04897119341563786,32.46806722689075,5.586357636462458
2024-06-07,Meta Ads,Display,SaaS,Canada,196675,4031,0.0205,1.97,7941.07,186,42.69,27686.79,3.49,0.02049574170585992,1.97,0.04614239642768544,42.6939247311828,3.4865314120137465
2024-05-25,Google Ads,Video,E-commerce,Australia,104134,3603,0.0346,3.46,12466.38,234,53.28,14496.48,1.16,0.03459965045038124,3.46,0.0649458784346378,53.275128205128205,1.162845990576254
